episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst
511,53700.16,53769.56,69.40,139.609,25.617,4.673,20,0,0,0,57,12,0,6.146,0,17,1,2
512,53769.56,53893.38,123.82,177.508,26.413,3.553,22,0,1,0,64,16,2,6.296,0,20,1,1
513,53893.38,53963.06,69.68,118.742,26.835,5.346,20,0,0,0,50,11,0,0.000,0,14,2,4
514,53963.06,54076.68,113.62,186.391,28.342,4.499,22,0,1,0,63,17,2,10.343,0,20,0,2
515,54076.68,54192.88,116.20,151.938,24.154,2.440,21,0,1,0,56,13,1,3.748,0,20,1,0
516,54192.88,54308.78,115.90,154.531,27.021,5.171,21,0,1,0,60,10,1,7.345,0,18,1,2
517,54308.78,54412.32,103.54,187.688,32.479,7.288,23,0,1,0,68,8,3,6.296,0,15,2,6
518,54412.32,54534.88,122.56,152.469,26.434,4.482,21,0,1,0,56,12,1,6.446,0,17,1,3
519,54534.88,54650.80,115.92,246.602,35.618,4.408,26,0,1,0,67,14,6,11.093,0,19,2,5
520,54650.80,54767.48,116.68,167.250,32.307,7.089,21,0,1,0,59,16,1,10.043,0,19,0,2
521,54767.48,54888.94,121.46,161.031,29.032,1.859,21,0,1,0,60,11,1,6.596,0,20,0,1
522,54888.94,55010.08,121.14,179.453,29.193,2.756,22,0,1,0,62,11,2,6.746,0,18,2,2
523,55010.08,55078.04,67.96,128.828,33.265,6.292,20,0,0,0,50,13,0,5.546,0,16,0,4
524,55078.04,55186.14,108.10,193.016,26.205,1.934,23,0,1,0,65,9,3,6.746,0,16,1,6
525,55186.14,55340.10,153.96,281.945,29.506,1.644,26,0,2,0,85,18,6,12.142,0,18,0,8
526,55340.10,55409.06,68.96,127.898,27.699,4.482,20,0,0,0,53,9,0,0.899,0,16,2,3
527,55409.06,55529.06,120.00,199.320,26.745,2.009,23,0,1,0,65,12,3,8.994,0,16,2,5
528,55529.06,55636.28,107.22,169.977,25.751,3.113,22,0,1,0,55,14,2,4.947,0,20,1,1
529,55636.28,55763.34,127.06,178.305,27.742,1.552,22,0,1,0,64,12,2,8.245,0,15,2,5
530,55763.34,55876.96,113.62,161.711,31.767,5.686,21,0,1,0,60,14,1,3.897,0,18,0,3
531,55876.96,55979.44,102.48,181.305,23.500,0.515,22,0,1,0,63,10,2,7.945,0,19,0,3
532,55979.44,56048.30,68.86,139.328,24.060,2.424,20,0,0,0,57,10,0,1.799,0,19,0,1
533,56048.30,56174.46,126.16,164.891,22.533,1.395,21,0,1,0,54,18,1,14.241,0,20,1,0
534,56174.46,56292.04,117.58,154.563,27.371,4.026,21,0,1,0,60,8,1,3.748,0,19,0,2
535,56292.04,56408.90,116.86,167.141,29.332,4.258,22,0,1,0,56,14,2,5.247,0,15,3,4
536,56408.90,56532.82,123.92,191.656,31.044,7.089,23,0,1,0,63,11,3,8.245,0,16,2,5
537,56532.82,56647.92,115.10,215.914,26.817,0.681,23,0,1,0,71,17,3,13.042,0,21,1,1
538,56647.92,56717.24,69.32,120.930,28.007,2.764,20,0,0,0,53,7,0,3.298,0,14,2,4
539,56717.24,56840.54,123.30,182.992,33.350,5.977,22,0,1,0,70,8,2,5.546,0,17,0,5
540,56840.54,56961.34,120.80,180.789,29.743,3.569,22,0,1,0,63,13,2,6.596,0,18,0,4
541,56961.34,57074.06,112.72,193.711,32.582,5.811,22,0,1,0,72,11,2,2.998,0,21,0,1
542,57074.06,57143.94,69.88,140.414,23.698,2.756,20,0,0,0,61,9,0,3.298,0,16,0,4
543,57143.94,57254.20,110.26,215.477,33.355,1.212,23,0,1,0,75,11,3,7.645,0,22,0,1
544,57254.20,57373.28,119.08,189.492,28.922,3.636,23,0,1,0,60,11,3,9.744,0,17,1,5
545,57373.28,57480.64,107.36,155.844,25.312,3.104,21,0,1,0,62,12,1,7.045,0,17,0,4
546,57480.64,57599.60,118.96,234.797,35.591,8.135,24,0,1,0,76,11,4,11.243,0,18,0,6
547,57599.60,57720.12,120.52,165.266,27.152,3.835,21,0,1,0,59,16,1,10.343,0,18,0,3
548,57720.12,57834.94,114.82,150.906,24.046,2.324,21,0,1,0,54,17,1,4.947,0,19,1,1
549,57834.94,57943.42,108.48,236.250,27.613,0.896,24,0,1,0,78,12,4,9.744,0,21,0,3
550,57943.42,58069.50,126.08,152.180,37.547,8.334,21,0,1,0,55,13,1,6.296,0,19,0,2
551,58069.50,58176.56,107.06,145.453,28.554,5.379,21,0,1,0,53,8,1,6.596,0,16,1,4
552,58176.56,58293.98,117.42,175.617,26.250,2.706,22,0,1,0,65,10,2,4.197,0,16,2,4
553,58293.98,58403.22,109.24,198.930,34.834,5.736,23,0,1,0,64,11,3,7.945,0,19,0,4
554,58403.22,58472.44,69.22,142.648,26.552,2.889,20,0,0,0,54,15,0,8.095,0,19,1,0
555,58472.44,58590.44,118.00,182.383,29.900,3.403,22,0,1,0,61,17,2,8.095,0,20,1,1
556,58590.44,58714.22,123.78,173.250,27.945,3.569,22,0,1,0,63,13,2,4.947,0,17,2,3
557,58714.22,58836.98,122.76,197.203,29.020,2.889,23,0,1,0,67,13,3,5.996,0,20,1,2
558,58836.98,58957.18,120.20,223.805,26.076,2.905,23,0,1,0,77,15,3,8.844,0,22,1,0
559,58957.18,59026.92,69.74,136.336,22.600,2.457,20,0,0,0,58,11,0,1.499,0,16,1,3
560,59026.92,59141.58,114.66,169.961,30.143,5.329,22,0,1,0,58,17,2,4.647,0,17,1,4
561,59141.58,59329.82,188.24,248.031,26.949,0.896,25,0,2,0,73,20,5,15.890,0,23,2,0
562,59329.82,59444.56,114.74,202.453,27.859,4.117,23,0,1,0,68,11,3,5.396,0,19,2,2
563,59444.56,59566.26,121.70,173.547,31.469,1.859,22,0,1,0,57,16,2,5.996,0,17,3,2
564,59566.26,59683.18,116.92,245.211,36.893,3.204,24,0,1,0,71,22,4,13.042,0,21,1,2
565,59683.18,59813.88,130.70,266.320,33.393,3.204,26,0,2,0,77,17,6,11.842,0,19,2,5
566,59813.88,59932.10,118.22,183.266,29.154,6.773,22,0,1,0,64,9,2,5.097,0,18,1,3
567,59932.10,60045.96,113.86,169.672,22.291,0.747,21,0,1,0,64,14,1,10.793,0,20,1,0
568,60045.96,60153.66,107.70,150.164,30.871,1.295,21,0,1,0,57,11,1,6.146,0,18,1,2
569,60153.66,60280.54,126.88,211.453,27.189,3.013,23,0,1,0,68,19,3,7.495,0,21,1,1
570,60280.54,60397.26,116.72,170.359,32.080,7.172,22,0,1,0,58,11,2,8.844,0,18,2,2
571,60397.26,60506.50,109.24,210.727,26.014,1.826,23,0,1,0,69,15,3,7.645,0,20,1,2
572,60506.50,60626.12,119.62,172.859,25.076,2.440,22,0,1,0,58,15,2,7.495,0,19,1,2
573,60626.12,60741.46,115.34,206.867,26.055,0.996,23,0,1,0,68,14,3,8.544,0,20,0,3
574,60741.46,60809.80,68.34,131.305,22.240,1.644,20,0,0,0,55,12,0,0.000,0,17,1,2
575,60809.80,60930.46,120.66,200.461,31.598,7.180,22,0,1,0,68,18,2,11.992,0,20,0,2
576,60930.46,61046.38,115.92,176.188,25.127,2.955,21,0,1,0,65,14,1,7.795,0,18,0,3
577,61046.38,61157.98,111.60,269.445,29.527,3.337,25,0,1,0,72,20,5,13.191,0,23,1,1
578,61157.98,61279.08,121.10,225.016,35.217,1.063,25,0,1,0,71,13,5,11.093,0,17,2,6
579,61279.08,61399.72,120.64,172.273,29.602,8.126,21,0,1,0,66,15,1,9.144,0,21,0,0
580,61399.72,61503.28,103.56,173.594,25.707,3.030,22,0,1,0,68,8,2,8.245,0,16,0,6
581,61503.28,61616.94,113.66,176.047,27.078,3.852,22,0,1,0,63,13,2,8.245,0,20,0,2
582,61616.94,61731.78,114.84,241.516,30.033,3.337,24,0,1,0,77,16,4,8.095,0,21,0,3
583,61731.78,61849.38,117.60,202.414,25.543,1.934,23,0,1,0,65,18,3,9.744,0,20,0,3
584,61849.38,61955.32,105.94,160.359,24.773,0.730,21,0,1,0,69,6,1,5.846,0,16,0,5
585,61955.32,62074.82,119.50,167.250,35.840,4.582,22,0,1,0,61,8,2,3.298,0,16,0,6
586,62074.82,62247.92,173.10,270.375,29.326,3.146,25,0,2,0,79,23,5,11.243,0,23,1,1
587,62247.92,62316.40,68.48,138.688,27.678,7.271,20,0,0,0,54,11,0,9.144,0,18,0,2
588,62316.40,62427.60,111.20,166.758,25.477,1.395,21,0,1,0,56,17,1,8.544,0,20,0,1
589,62427.60,62551.36,123.76,173.172,36.914,5.113,22,0,1,0,58,14,2,6.896,0,18,1,3
590,62551.36,62667.86,116.50,263.102,36.332,3.154,25,0,1,0,77,15,5,14.241,0,22,1,2
591,62667.86,62787.78,119.92,151.391,35.191,3.486,21,0,1,0,58,10,1,2.698,0,15,1,5
592,62787.78,62896.10,108.32,154.219,30.766,5.445,21,0,1,0,59,8,1,7.345,0,19,0,2
593,62896.10,63005.56,109.46,145.992,24.953,2.789,21,0,1,0,53,11,1,7.645,0,16,0,5
594,63005.56,63122.98,117.42,154.672,24.066,2.424,21,0,1,0,56,15,1,5.546,0,17,2,2
595,63122.98,63241.66,118.68,204.867,27.469,4.225,23,0,1,0,68,13,3,8.395,0,21,0,2
596,63241.66,63353.18,111.52,181.273,30.338,6.939,22,0,1,0,59,16,2,6.296,0,20,0,2
597,63353.18,63464.40,111.22,220.930,27.383,2.723,24,0,1,0,71,12,4,7.945,0,17,1,6
598,63464.40,63533.58,69.18,135.695,23.043,1.934,20,0,0,0,54,10,0,6.746,0,15,2,3
599,63533.58,63647.58,114.00,154.227,30.289,8.301,21,0,1,0,60,10,1,5.696,0,17,1,3
600,63647.58,63755.32,107.74,164.813,24.318,1.245,22,0,1,0,59,10,2,5.846,0,17,1,4
601,63755.32,63824.28,68.96,131.063,23.514,2.374,20,0,0,0,54,10,0,2.249,0,16,1,3
602,63824.28,63892.16,67.88,147.531,27.594,3.395,20,0,0,0,59,11,0,6.596,0,19,0,1
603,63892.16,64013.26,121.10,179.820,32.723,1.627,22,0,1,0,64,13,2,4.797,0,20,1,1
604,64013.26,64079.36,66.10,127.914,26.916,2.283,20,0,0,0,52,9,0,7.195,0,16,0,4
605,64079.36,64192.28,112.92,187.344,29.928,3.237,22,0,1,0,61,15,2,7.945,0,17,1,4
606,64192.28,64305.30,113.02,156.164,25.445,3.254,21,0,1,0,62,12,1,5.097,0,16,2,3
607,64305.30,64416.94,111.64,215.891,30.201,3.968,23,0,1,0,73,14,3,8.544,0,19,2,2
608,64416.94,64516.72,99.78,137.063,27.277,2.623,21,0,1,0,52,9,1,3.748,0,15,3,3
609,64516.72,64626.48,109.76,248.672,31.295,4.084,24,0,1,0,76,17,4,12.442,0,19,0,5
610,64626.48,64749.64,123.16,154.234,26.928,3.237,21,0,1,0,63,13,1,2.398,0,19,0,2
611,64749.64,64867.12,117.48,184.492,28.158,4.399,21,0,1,0,68,17,1,10.343,0,20,0,1
612,64867.12,64936.96,69.84,139.578,25.049,2.407,20,0,0,0,57,11,0,5.396,0,17,1,2
613,64936.96,65005.08,68.12,129.461,24.895,4.150,20,0,0,0,56,10,0,2.548,0,18,1,1
614,65005.08,65072.62,67.54,144.953,24.609,1.992,20,0,0,0,60,11,0,5.696,0,18,0,2
615,65072.62,65172.32,99.70,181.813,24.391,2.258,22,0,1,0,63,15,2,7.795,0,17,1,4
616,65172.32,65285.42,113.10,171.922,29.293,4.532,21,0,1,0,65,14,1,8.245,0,19,0,2
617,65285.42,65413.38,127.96,263.844,34.771,4.034,25,0,1,0,76,18,5,11.243,0,22,2,1
618,65413.38,65482.42,69.04,133.414,36.434,15.556,20,0,0,0,53,10,0,5.247,0,16,0,4
619,65482.42,65599.14,116.72,167.508,33.018,9.479,22,0,1,0,61,11,2,5.846,0,19,1,2
620,65599.14,65721.04,121.90,201.844,25.160,1.096,23,0,1,0,65,17,3,8.694,0,17,2,4
621,65721.04,65844.80,123.76,245.164,35.863,10.260,24,0,1,0,78,17,4,13.042,0,21,1,2
622,65844.80,65913.80,69.00,142.422,25.273,4.516,20,0,0,0,52,14,0,10.643,0,18,2,0
623,65913.80,65983.72,69.92,134.844,24.279,3.569,20,0,0,0,55,10,0,6.596,0,16,2,2
624,65983.72,66100.34,116.62,163.281,25.736,4.001,21,0,1,0,60,14,1,4.347,0,20,0,1
625,66100.34,66225.00,124.66,312.961,32.686,5.379,27,0,1,0,89,15,7,11.093,0,23,0,4
626,66225.00,66293.20,68.20,142.453,28.299,4.532,20,0,0,0,55,13,0,7.495,0,19,0,1
627,66293.20,66427.66,134.46,218.563,31.430,4.184,25,0,2,0,63,13,5,9.594,0,15,2,8
628,66427.66,66547.12,119.46,170.766,22.213,1.146,21,0,1,0,66,10,1,3.298,0,20,0,1
629,66547.12,66658.48,111.36,175.539,35.453,11.804,22,0,1,0,60,13,2,6.746,0,16,2,4
630,66658.48,66774.04,115.56,183.023,25.439,0.415,22,0,1,0,64,13,2,10.193,0,19,2,1
631,66774.04,66886.64,112.60,172.398,25.217,3.038,21,0,1,0,60,16,1,9.894,0,19,0,2
632,66886.64,67003.80,117.16,189.523,30.945,4.682,23,0,1,0,61,13,3,5.846,0,18,0,5
633,67003.80,67124.68,120.88,171.570,30.113,5.786,21,0,1,0,65,12,1,5.097,0,17,0,4
634,67124.68,67251.24,126.56,216.938,31.119,4.366,23,0,1,0,79,12,3,7.045,0,19,0,4
635,67251.24,67371.66,120.42,188.102,25.748,1.179,22,0,1,0,64,17,2,8.544,0,20,1,1
636,67371.66,67493.46,121.80,251.180,31.893,3.212,25,0,1,0,70,19,5,13.791,0,21,3,1
637,67493.46,67629.70,136.24,227.336,32.980,5.653,24,0,1,0,69,17,4,10.493,0,23,1,0
638,67629.70,67768.68,138.98,249.742,35.000,6.168,25,0,2,0,72,21,5,11.992,0,21,1,3
639,67768.68,67838.60,69.92,130.188,28.426,6.076,20,0,0,0,56,10,0,0.899,0,16,0,4
640,67838.60,67949.10,110.50,204.195,28.383,2.723,22,0,1,0,71,14,2,10.793,0,19,0,3
641,67949.10,68062.62,113.52,200.148,31.002,5.213,23,0,1,0,63,11,3,11.093,0,19,1,3
642,68062.62,68183.84,121.22,172.250,30.205,5.860,22,0,1,0,61,10,2,7.645,0,15,2,5
643,68183.84,68251.04,67.20,127.078,25.615,2.432,20,0,0,0,52,9,0,4.047,0,17,0,3
644,68251.04,68363.06,112.02,189.305,26.646,4.391,22,0,1,0,61,15,2,9.594,0,21,1,0
645,68363.06,68476.30,113.24,169.828,28.986,6.126,22,0,1,0,63,11,2,7.045,0,19,1,2
646,68476.30,68595.32,119.02,209.680,30.348,2.689,23,0,1,0,73,12,3,9.894,0,19,1,3
647,68595.32,68728.58,133.26,145.180,25.926,3.071,21,0,1,0,54,15,1,5.846,0,19,0,2
648,68728.58,68834.74,106.16,165.086,26.764,4.499,21,0,1,0,65,11,1,4.197,0,19,0,2
649,68834.74,68904.16,69.42,126.805,29.561,3.835,20,0,0,0,50,10,0,10.193,0,18,0,2
650,68904.16,69030.44,126.28,232.008,28.357,3.171,24,0,1,0,68,16,4,11.243,0,21,2,1
651,69030.44,69143.62,113.18,195.359,33.191,3.486,22,0,1,0,67,18,2,12.142,0,20,0,2
652,69143.62,69304.70,161.08,361.703,36.979,5.180,30,0,2,0,91,24,10,18.138,0,23,2,5
653,69304.70,69423.40,118.70,154.672,30.324,6.931,21,0,1,0,58,8,1,7.945,0,18,2,2
654,69423.40,69493.00,69.60,127.703,34.678,9.629,20,0,0,0,49,15,0,6.146,0,18,0,2
655,69493.00,69622.72,129.72,178.891,31.021,4.275,22,0,1,0,64,15,2,5.846,0,19,0,3
656,69622.72,69741.30,118.58,289.656,40.611,11.912,27,0,1,0,79,14,7,15.140,0,24,0,3
657,69741.30,69854.78,113.48,155.656,27.945,3.254,21,0,1,0,60,13,1,4.797,0,17,0,4
658,69854.78,69969.48,114.70,153.250,25.574,2.806,21,0,1,0,60,12,1,6.596,0,16,1,4
659,69969.48,70086.06,116.58,204.234,31.760,6.856,23,0,1,0,61,18,3,8.245,0,19,3,1
660,70086.06,70192.66,106.60,177.469,31.713,1.146,22,0,1,0,63,12,2,8.395,0,16,0,6
661,70192.66,70304.54,111.88,178.188,37.799,7.388,22,0,1,0,66,11,2,5.097,0,15,3,4
662,70304.54,70421.22,116.68,213.281,26.396,0.847,23,0,1,0,76,12,3,10.643,0,22,0,1
663,70421.22,70490.96,69.74,115.297,23.654,2.507,20,0,0,0,45,9,0,5.097,0,16,3,1
664,70490.96,70559.94,68.98,119.438,23.756,0.714,20,0,0,0,51,11,0,1.199,0,18,1,1
665,70559.94,70677.36,117.42,197.359,35.377,6.026,23,0,1,0,64,16,3,10.643,0,19,1,3
666,70677.36,70799.16,121.80,274.000,29.744,3.536,26,0,1,0,83,14,6,11.692,0,20,1,5
667,70799.16,70922.90,123.74,178.250,28.422,4.648,22,0,1,0,65,12,2,8.395,0,18,0,4
668,70922.90,71040.68,117.78,178.313,26.281,0.266,22,0,1,0,58,14,2,7.795,0,21,0,1
669,71040.68,71155.86,115.18,182.609,33.957,7.047,23,0,1,0,58,14,3,7.795,0,20,1,2
670,71155.86,71287.78,131.92,157.297,28.869,3.188,21,0,1,0,60,13,1,7.645,0,20,0,1
671,71287.78,71398.32,110.54,135.766,55.541,24.637,21,0,1,0,52,9,1,4.497,0,16,4,1
672,71398.32,71502.20,103.88,155.344,28.180,6.317,21,0,1,0,59,10,1,9.594,0,20,0,1
673,71502.20,71568.28,66.08,136.328,40.117,5.777,20,0,0,0,54,10,0,2.698,0,16,1,3
674,71568.28,71688.76,120.48,208.047,26.600,1.511,23,0,1,0,66,20,3,8.844,0,20,1,2
675,71688.76,71808.24,119.48,215.797,26.766,1.195,23,0,1,0,75,13,3,10.493,0,20,1,2
676,71808.24,71982.58,174.34,315.906,34.877,4.134,28,0,2,0,79,19,8,16.939,0,21,2,5
677,71982.58,72106.52,123.94,193.063,28.412,4.167,22,0,1,0,61,17,2,9.894,0,21,1,0
678,72106.52,72220.08,113.56,208.031,29.309,4.873,23,0,1,0,65,21,3,8.844,0,18,1,4
679,72220.08,72341.68,121.60,196.375,33.426,6.541,23,0,1,0,61,17,3,6.746,0,17,3,3
680,72341.68,72472.88,131.20,160.750,24.084,2.440,21,0,1,0,61,16,1,7.345,0,16,1,4
681,72472.88,72589.94,117.06,145.391,37.445,6.093,21,0,1,0,53,14,1,7.045,0,15,2,4
682,72589.94,72696.32,106.38,238.109,37.525,6.167,25,0,1,0,69,15,5,10.193,0,18,3,4
683,72696.32,72765.00,68.68,133.078,26.123,3.935,20,0,0,0,52,14,0,5.996,0,18,1,1
684,72765.00,72883.26,118.26,169.250,36.459,7.072,22,0,1,0,60,13,2,6.896,0,14,2,6
685,72883.26,73004.12,120.86,196.391,30.502,6.616,23,0,1,0,65,12,3,6.296,0,20,0,3
686,73004.12,73131.12,127.00,160.078,27.367,2.714,21,0,1,0,75,6,1,1.499,0,17,0,4
687,73131.12,73243.18,112.06,218.844,28.836,5.512,23,0,1,0,72,17,3,7.195,0,22,0,1
688,73243.18,73356.12,112.94,202.609,25.346,1.743,23,0,1,0,68,13,3,8.395,0,18,0,5
689,73356.12,73467.80,111.68,189.344,37.543,12.884,22,0,1,0,68,14,2,10.493,0,18,1,3
690,73467.80,73580.04,112.24,241.984,29.074,1.959,24,0,1,0,81,16,4,8.395,0,21,2,2
691,73580.04,73693.60,113.56,168.281,27.066,3.378,22,0,1,0,56,15,2,7.795,0,19,1,2
692,73693.60,73843.00,149.40,271.703,34.830,2.673,27,0,2,0,71,16,7,14.241,0,19,5,3
693,73843.00,73963.96,120.96,153.047,23.705,2.540,21,0,1,0,55,14,1,5.097,0,20,0,1
694,73963.96,74092.10,128.14,175.203,30.053,6.192,22,0,1,0,60,16,2,11.243,0,19,0,3
695,74092.10,74196.66,104.56,146.344,28.439,4.665,21,0,1,0,56,11,1,7.045,0,16,0,5
696,74196.66,74312.12,115.46,178.828,31.664,7.238,22,0,1,0,66,11,2,8.694,0,20,1,1
697,74312.12,74430.92,118.80,173.563,25.271,4.034,21,0,1,0,65,14,1,7.645,0,20,0,1
698,74430.92,74539.30,108.38,150.859,34.246,4.482,21,0,1,0,55,9,1,8.694,0,17,1,3
699,74539.30,74661.84,122.54,157.984,24.354,1.278,21,0,1,0,58,13,1,5.247,0,18,1,2
700,74661.84,74731.58,69.74,126.328,24.549,2.407,20,0,0,0,53,10,0,2.548,0,17,0,3
701,74731.58,74902.76,171.18,238.563,35.008,4.258,25,0,2,0,76,12,5,10.943,0,19,1,5
702,74902.76,75016.32,113.56,201.672,34.402,4.632,23,0,1,0,62,17,3,10.043,0,19,3,1
703,75016.32,75136.30,119.98,157.188,24.613,2.474,21,0,1,0,61,11,1,6.446,0,17,0,4
704,75136.30,75250.20,113.90,152.219,23.926,2.291,21,0,1,0,56,13,1,6.296,0,16,2,3
705,75250.20,75364.24,114.04,185.469,27.771,4.034,22,0,1,0,63,15,2,10.793,0,19,1,2
706,75364.24,75475.94,111.70,162.281,26.477,1.395,22,0,1,0,57,9,2,5.546,0,17,2,3
707,75475.94,75598.04,122.10,200.859,30.932,3.246,23,0,1,0,64,18,3,7.795,0,19,2,2
708,75598.04,75667.80,69.76,130.109,25.326,5.030,20,0,0,0,50,15,0,7.345,0,17,1,2
709,75667.80,75774.86,107.06,166.906,26.498,3.777,21,0,1,0,62,14,1,11.842,0,18,0,3
710,75774.86,75892.46,117.60,203.547,26.303,2.175,23,0,1,0,63,16,3,8.095,0,20,1,2
711,75892.46,76011.38,118.92,255.906,28.893,3.212,25,0,1,0,75,15,5,9.444,0,22,1,2
712,76011.38,76127.38,116.00,158.953,34.379,10.758,21,0,1,0,58,16,1,8.395,0,21,0,0
713,76127.38,76243.90,116.52,205.547,30.238,4.009,23,0,1,0,72,9,3,9.144,0,21,0,2
714,76243.90,76358.48,114.58,141.156,40.123,4.366,21,0,1,0,51,13,1,4.497,0,17,1,3
715,76358.48,76479.66,121.18,187.969,28.105,4.350,22,0,1,0,64,16,2,8.544,0,20,0,2
716,76479.66,76590.72,111.06,205.672,41.840,7.413,23,0,1,0,63,16,3,7.045,0,19,1,3
717,76590.72,76707.78,117.06,193.953,23.635,1.544,22,0,1,0,65,17,2,11.093,0,19,0,3
718,76707.78,76831.28,123.50,283.078,32.764,4.989,26,0,1,0,84,20,6,11.542,0,23,0,3
719,76831.28,76942.68,111.40,165.172,31.816,3.138,21,0,1,0,58,16,1,6.746,0,18,1,2
720,76942.68,77060.60,117.92,243.000,27.961,2.324,24,0,1,0,70,23,4,10.193,0,21,1,2
721,77060.60,77172.46,111.86,290.141,30.113,3.885,26,0,1,0,76,21,6,17.239,0,23,0,3
722,77172.46,77240.20,67.74,137.109,31.143,5.329,20,0,0,0,56,11,0,2.998,0,18,0,2
723,77240.20,77308.74,68.54,132.375,22.820,2.191,20,0,0,0,55,14,0,6.296,0,18,1,1
724,77308.74,77425.60,116.86,211.891,28.934,4.673,23,0,1,0,72,14,3,6.596,0,19,0,4
725,77425.60,77554.44,128.84,199.297,26.359,2.233,23,0,1,0,64,15,3,8.544,0,21,0,2
726,77554.44,77679.64,125.20,145.813,28.977,1.229,21,0,1,0,53,11,1,6.446,0,18,0,3
727,77679.64,77853.44,173.80,293.469,31.646,2.972,27,0,2,0,82,21,7,13.791,0,23,1,3
728,77853.44,77922.90,69.46,134.484,27.068,2.839,20,0,0,0,51,12,0,7.645,0,18,2,0
729,77922.90,78034.42,111.52,179.797,24.760,2.606,22,0,1,0,60,17,2,4.497,0,19,1,2
730,78034.42,78146.22,111.80,240.813,31.107,6.242,24,0,1,0,82,12,4,8.694,0,20,1,3
731,78146.22,78306.24,160.02,267.703,40.865,2.706,26,0,2,0,77,19,6,14.690,0,24,0,2
732,78306.24,78425.22,118.98,230.547,29.703,0.664,24,0,1,0,71,16,4,8.395,0,17,1,6
733,78425.22,78584.88,159.66,259.281,42.775,9.712,25,0,2,0,87,16,5,10.643,0,21,0,4
734,78584.88,78699.66,114.78,178.125,30.584,6.740,22,0,1,0,61,16,2,5.696,0,18,1,3
735,78699.66,78819.22,119.56,176.906,24.781,0.266,22,0,1,0,57,20,2,7.645,0,21,0,1
736,78819.22,78943.92,124.70,258.031,30.520,3.802,25,0,1,0,80,14,5,8.544,0,21,0,4
737,78943.92,79013.56,69.64,126.734,43.689,2.540,20,0,0,0,52,10,0,6.446,0,14,3,3
738,79013.56,79127.18,113.62,155.625,28.607,1.046,21,0,1,0,60,10,1,5.846,0,19,0,2
739,79127.18,79241.16,113.98,228.422,30.043,3.818,24,0,1,0,71,14,4,11.243,0,20,1,3
740,79241.16,79355.00,113.84,260.281,38.521,1.909,26,0,1,0,67,19,6,10.043,0,19,3,5
741,79355.00,79477.62,122.62,176.750,30.434,7.512,22,0,1,0,61,13,2,8.844,0,18,0,4
742,79477.62,79596.06,118.44,204.813,34.699,3.021,23,0,1,0,71,14,3,7.195,0,19,1,3
743,79596.06,79729.20,133.14,160.391,25.230,1.162,21,0,1,0,60,14,1,8.395,0,20,1,0
744,79729.20,79853.82,124.62,203.766,32.777,4.042,23,0,1,0,60,21,3,9.894,0,22,0,1
745,79853.82,79973.22,119.40,165.859,28.305,3.121,22,0,1,0,57,12,2,8.245,0,16,3,3
746,79973.22,80099.56,126.34,168.391,25.697,2.075,22,0,1,0,63,13,2,4.797,0,20,0,2
747,80099.56,80221.88,122.32,165.609,28.656,3.453,21,0,1,0,60,14,1,5.696,0,16,2,3
748,80221.88,80336.12,114.24,194.672,37.000,11.372,23,0,1,0,62,16,3,10.043,0,17,4,2
749,80336.12,80444.44,108.32,174.703,36.643,11.065,22,0,1,0,59,14,2,6.446,0,18,0,4
750,80444.44,80561.58,117.14,172.781,35.281,5.952,22,0,1,0,64,10,2,10.043,0,19,0,3
751,80561.58,80676.30,114.72,260.047,29.207,2.557,25,0,1,0,82,13,5,9.894,0,19,1,5
752,80676.30,80793.90,117.60,156.984,26.881,1.776,21,0,1,0,60,12,1,9.744,0,16,0,5
753,80793.90,80898.96,105.06,181.672,27.904,4.632,22,0,1,0,66,13,2,8.395,0,18,0,4
754,80898.96,80967.34,68.38,136.172,51.363,17.847,20,0,0,0,57,9,0,5.097,0,18,0,2
755,80967.34,81086.16,118.82,201.906,25.838,2.208,22,0,1,0,70,16,2,11.243,0,21,0,1
756,81086.16,81207.24,121.08,286.688,28.135,1.544,26,0,1,0,83,17,6,13.941,0,23,0,3
757,81207.24,81322.78,115.54,177.219,28.615,5.786,22,0,1,0,61,14,2,5.247,0,20,0,2
758,81322.78,81455.94,133.16,177.563,30.250,2.125,22,0,1,0,64,14,2,8.395,0,18,1,3
759,81455.94,81614.12,158.18,222.328,31.682,5.860,24,0,2,0,74,13,4,11.842,0,16,1,7
760,81614.12,81732.56,118.44,266.484,34.156,6.765,25,0,1,0,82,17,5,13.941,0,21,1,3
761,81732.56,81843.72,111.16,229.500,35.480,4.233,24,0,1,0,72,16,4,8.544,0,19,0,5
762,81843.72,81976.98,133.26,201.828,31.771,3.096,23,0,2,0,64,18,3,8.844,0,21,0,2
763,81976.98,82109.32,132.34,268.906,33.441,5.611,26,0,2,0,70,22,6,12.742,0,18,5,3
764,82109.32,82223.96,114.64,196.484,31.740,1.644,23,0,1,0,67,11,3,5.546,0,17,0,6
765,82223.96,82343.38,119.42,313.047,41.777,6.873,27,0,1,0,86,18,7,15.590,0,24,2,2
766,82343.38,82460.98,117.60,186.016,31.730,4.441,22,0,1,0,60,15,2,11.093,0,20,1,1
