episode,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst
1487,118.8,145.891,25.656,2.042,21,0,1,0,54,12,1,5.996,0,16,1,4
1488,119.4,165.859,28.305,3.121,22,0,1,0,57,12,2,8.245,0,16,3,3
1489,131.3,177.766,30.666,3.935,22,0,1,0,60,15,2,12.592,0,21,0,1
1490,126.34,168.391,25.697,2.075,22,0,1,0,63,13,2,4.797,0,20,0,2
1491,116.36,172.156,32.734,3.055,22,0,1,0,56,11,2,10.043,0,21,1,0
1492,68.02,125.922,35.678,9.147,20,0,0,0,52,10,0,3.448,0,16,1,3
1493,122.32,165.609,28.656,3.453,21,0,1,0,60,14,1,5.696,0,16,2,3
1494,113.24,196.406,28.727,5.412,22,0,1,0,70,15,2,10.193,0,21,0,1
1495,114.24,194.672,37.0,11.372,23,0,1,0,62,16,3,10.043,0,17,4,2
1496,122.98,182.609,24.451,1.843,22,0,1,0,69,9,2,5.546,0,16,2,4
1497,108.32,174.703,36.643,11.065,22,0,1,0,59,14,2,6.446,0,18,0,4
1498,113.04,174.125,25.227,2.582,21,0,1,0,58,16,1,11.542,0,20,0,1
1499,117.14,172.781,35.281,5.952,22,0,1,0,64,10,2,10.043,0,19,0,3
1500,115.94,184.047,24.844,0.797,22,0,1,0,62,20,2,7.645,0,20,0,2
1501,114.72,260.047,29.207,2.557,25,0,1,0,82,13,5,9.894,0,19,1,5
1502,118.3,207.469,27.625,1.063,22,0,1,0,76,16,2,11.992,0,20,0,2
1503,117.6,156.984,26.881,1.776,21,0,1,0,60,12,1,9.744,0,16,0,5
1504,116.6,148.313,29.543,4.765,21,0,1,0,59,10,1,5.846,0,17,1,3
1505,105.06,181.672,27.904,4.632,22,0,1,0,66,13,2,8.395,0,18,0,4
1506,68.38,136.172,51.363,17.847,20,0,0,0,57,9,0,5.097,0,18,0,2
1507,119.0,197.5,30.355,1.287,23,0,1,0,68,15,3,6.746,0,20,1,2
1508,118.82,201.906,25.838,2.208,22,0,1,0,70,16,2,11.243,0,21,0,1
1509,170.38,220.469,29.486,1.876,24,0,2,0,70,18,4,9.894,0,23,0,1
1510,121.08,286.688,28.135,1.544,26,0,1,0,83,17,6,13.941,0,23,0,3
1511,119.1,165.422,25.199,3.021,21,0,1,0,65,10,1,3.598,0,20,0,1
1512,115.54,177.219,28.615,5.786,22,0,1,0,61,14,2,5.247,0,20,0,2
1513,117.68,240.734,33.906,5.578,24,0,1,0,78,15,4,11.093,0,20,1,3
1514,133.16,177.563,30.25,2.125,22,0,1,0,64,14,2,8.395,0,18,1,3
1515,69.68,140.344,28.516,5.221,20,0,0,0,58,11,0,6.296,0,17,1,2
1516,122.74,178.969,27.936,2.772,22,0,1,0,58,17,2,8.395,0,19,0,3
1517,158.18,222.328,31.682,5.86,24,0,2,0,74,13,4,11.842,0,16,1,7
1518,115.04,185.391,28.754,4.507,22,0,1,0,61,14,2,9.294,0,20,0,2
1519,118.44,266.484,34.156,6.765,25,0,1,0,82,17,5,13.941,0,21,1,3
1520,120.9,248.906,30.703,4.922,25,0,1,0,78,13,5,8.994,0,18,0,7
1521,111.16,229.5,35.48,4.233,24,0,1,0,72,16,4,8.544,0,19,0,5
1522,114.68,166.609,28.213,5.396,21,0,1,0,60,15,1,9.294,0,21,0,0
1523,133.26,201.828,31.771,3.096,23,0,2,0,64,18,3,8.844,0,21,0,2
1524,125.36,174.578,32.533,7.587,22,0,1,0,66,11,2,4.347,0,18,1,3
1525,132.34,268.906,33.441,5.611,26,0,2,0,70,22,6,12.742,0,18,5,3
1526,106.56,164.438,27.996,2.357,21,0,1,0,58,15,1,10.043,0,21,0,0
1527,114.64,196.484,31.74,1.644,23,0,1,0,67,11,3,5.546,0,17,0,6
1528,115.82,187.922,32.283,8.774,22,0,1,0,71,10,2,10.343,0,21,0,1
1529,119.42,313.047,41.777,6.873,27,0,1,0,86,18,7,15.59,0,24,2,2
1530,153.18,245.438,41.484,6.607,25,0,2,0,78,12,5,8.095,0,23,0,2
1531,117.6,186.016,31.73,4.441,22,0,1,0,60,15,2,11.093,0,20,1,1
1532,109.38,166.828,35.611,5.329,21,0,1,0,57,18,1,7.795,0,18,0,3
1533,160.22,239.391,32.463,4.69,25,0,2,0,69,17,5,12.142,0,20,2,3
1534,117.38,244.016,36.93,8.434,24,0,1,0,78,15,4,11.243,0,23,0,1
1535,116.94,180.656,25.518,4.267,21,0,1,0,67,16,1,7.645,0,19,0,2
1536,104.9,154.484,25.973,4.698,21,0,1,0,60,12,1,7.495,0,18,1,2
1537,120.06,223.375,30.301,5.479,24,0,1,0,74,16,4,8.245,0,18,2,4
1538,149.08,221.141,37.803,3.984,24,0,2,0,71,11,4,8.395,0,19,2,3
1539,143.26,199.516,25.459,1.851,23,0,2,0,64,15,3,11.842,0,18,3,2
1540,117.12,152.234,27.373,4.134,21,0,1,0,53,15,1,8.245,0,16,4,1
1541,67.22,133.547,30.154,6.757,20,0,0,0,52,14,0,5.846,0,18,0,2
1542,118.22,282.297,31.006,2.839,26,0,1,0,82,19,6,11.393,0,24,2,0
1543,115.84,229.516,36.473,8.973,23,0,1,0,74,19,3,12.442,0,23,0,0
1544,67.64,135.781,25.938,5.611,20,0,0,0,61,7,0,2.848,0,13,0,7
1545,118.48,151.641,28.441,4.69,21,0,1,0,52,19,1,8.844,0,18,2,1
1546,116.42,178.219,28.502,5.196,22,0,1,0,60,15,2,6.146,0,17,1,4
1547,114.96,151.703,30.367,6.043,21,0,1,0,54,13,1,8.395,0,20,0,1
1548,106.9,154.391,28.549,4.79,21,0,1,0,58,10,1,6.146,0,17,1,3
1549,125.26,176.422,34.219,7.296,22,0,1,0,59,17,2,6.746,0,18,2,2
1550,113.76,195.031,27.783,2.631,22,0,1,0,67,13,2,13.042,0,19,0,3
1551,124.98,152.344,29.145,6.275,21,0,1,0,57,18,1,2.998,0,17,1,3
1552,151.94,283.875,30.549,2.407,26,0,2,0,84,13,6,15.44,0,22,0,4
1553,108.38,173.594,29.471,2.806,22,0,1,0,60,13,2,5.546,0,16,2,4
1554,111.76,204.922,24.598,0.564,23,0,1,0,73,12,3,5.996,0,22,0,1
1555,120.84,179.781,36.158,14.335,21,0,1,0,68,18,1,7.795,0,20,0,1
1556,129.72,243.922,36.23,3.528,24,0,1,0,81,16,4,8.694,0,22,0,2
1557,122.22,225.109,28.848,2.689,24,0,1,0,73,16,4,9.294,0,23,1,0
1558,130.02,243.906,38.463,5.08,25,0,1,0,76,12,5,13.491,0,21,1,3
1559,114.32,212.281,38.596,3.868,23,0,1,0,72,16,3,7.195,0,22,1,0
1560,114.4,220.078,37.301,5.479,23,0,1,0,70,16,3,11.842,0,21,0,2
1561,109.46,171.328,28.787,4.524,21,0,1,0,66,12,1,9.744,0,18,0,3
1562,110.62,201.359,29.006,2.839,23,0,1,0,63,17,3,9.144,0,21,0,2
1563,116.92,250.172,35.16,5.346,25,0,1,0,77,14,5,16.04,0,20,0,5
1564,68.44,146.016,28.986,6.599,20,0,0,0,62,7,0,6.446,0,19,0,1
1565,156.52,250.844,37.254,4.018,25,0,2,0,76,19,5,11.393,0,23,0,2
1566,114.38,156.844,32.662,8.201,21,0,1,0,60,12,1,7.795,0,17,0,4
1567,159.38,240.719,27.979,3.287,24,0,2,0,75,20,4,14.391,0,22,0,2
1568,116.3,207.953,28.67,1.594,23,0,1,0,77,8,3,7.195,0,17,0,6
1569,111.2,184.469,27.1,1.511,22,0,1,0,65,13,2,7.195,0,20,1,1
1570,117.38,148.625,29.211,2.565,21,0,1,0,53,17,1,6.296,0,18,2,1
1571,69.44,147.719,22.869,1.768,20,0,0,0,58,14,0,9.294,0,17,1,2
1572,110.68,147.078,40.957,5.628,21,0,1,0,50,15,1,6.896,0,16,4,1
1573,121.42,215.125,38.541,7.122,24,0,1,0,67,16,4,8.395,0,18,5,1
1574,121.2,268.984,36.584,2.44,26,0,1,0,81,11,6,11.692,0,18,0,8
1575,69.38,131.672,32.014,6.632,20,0,0,0,55,10,0,2.099,0,17,0,3
1576,68.04,137.625,25.471,2.806,20,0,0,0,53,12,0,7.645,0,18,0,2
1577,110.26,163.453,32.691,5.852,21,0,1,0,56,16,1,7.345,0,18,0,3
1578,126.72,218.359,29.801,3.121,23,0,1,0,76,14,3,8.994,0,23,0,0
1579,114.74,161.797,24.936,2.772,21,0,1,0,60,10,1,5.396,0,18,1,2
1580,125.5,186.328,25.252,3.071,22,0,1,0,66,13,2,7.045,0,20,0,2
1581,111.74,186.406,29.959,7.047,22,0,1,0,67,12,2,10.193,0,21,1,0
1582,106.56,161.703,32.104,3.403,21,0,1,0,57,14,1,5.846,0,20,0,1
1583,118.36,187.047,29.244,4.009,22,0,1,0,65,12,2,12.292,0,20,0,2
1584,163.98,252.578,34.641,5.329,25,0,2,0,72,21,5,11.093,0,22,3,0
1585,113.92,172.766,43.82,3.611,22,0,1,0,61,11,2,9.894,0,20,1,1
1586,112.42,156.922,28.658,4.399,21,0,1,0,60,12,1,5.247,0,19,1,1
1587,117.4,161.297,27.918,2.764,21,0,1,0,56,19,1,7.795,0,19,1,1
1588,120.08,180.5,31.516,7.57,22,0,1,0,60,18,2,9.294,0,18,0,4
1589,117.68,268.234,38.973,5.653,26,0,1,0,73,16,6,12.442,0,22,2,2
1590,116.18,186.672,27.799,4.532,22,0,1,0,67,10,2,10.943,0,18,0,4
1591,116.46,214.875,32.354,4.117,23,0,1,0,75,16,3,8.245,0,18,0,5
1592,119.44,215.594,28.033,3.337,23,0,1,0,67,17,3,11.992,0,21,0,2
1593,114.7,212.688,26.498,3.304,23,0,1,0,77,13,3,11.093,0,21,1,1
1594,121.36,208.391,33.889,10.285,23,0,1,0,75,11,3,8.844,0,20,0,3
1595,104.86,161.625,39.842,11.189,21,0,1,0,59,13,1,7.795,0,18,0,3
1596,116.4,202.875,29.342,4.101,23,0,1,0,70,12,3,6.296,0,19,0,4
1597,115.44,195.484,33.324,7.396,22,0,1,0,66,19,2,9.594,0,18,3,1
1598,112.16,186.406,31.443,4.673,23,0,1,0,60,13,3,11.842,0,19,2,2
1599,115.26,217.422,29.387,4.615,24,0,1,0,65,15,4,7.495,0,24,0,0
1600,163.7,239.391,37.145,6.275,24,0,2,0,80,13,4,10.343,0,18,0,6
1601,121.4,159.781,30.852,4.582,21,0,1,0,63,12,1,7.045,0,18,1,2
1602,118.68,183.344,28.264,2.615,22,0,1,0,63,14,2,8.844,0,17,1,4
1603,155.5,215.734,49.074,6.209,24,0,2,0,66,17,4,11.093,0,19,4,1
1604,117.18,194.078,28.902,3.686,22,0,1,0,66,14,2,10.193,0,19,1,2
1605,175.98,351.344,44.959,6.583,29,0,2,0,98,17,9,16.639,0,24,0,5
1606,108.5,192.266,37.146,5.371,23,0,1,0,66,9,3,6.746,0,16,0,7
1607,125.54,170.422,27.447,4.682,21,0,1,0,62,19,1,6.746,0,19,1,1
1608,106.14,218.016,31.852,4.582,23,0,1,0,73,12,3,9.894,0,20,0,3
1609,116.38,164.391,28.27,3.561,22,0,1,0,55,13,2,8.844,0,18,1,3
1610,124.14,227.75,28.689,3.013,24,0,1,0,74,12,4,9.594,0,20,0,4
1611,150.6,250.141,38.279,8.292,25,0,2,0,71,18,5,10.493,0,23,1,1
1612,104.26,202.625,33.895,4.15,23,0,1,0,61,20,3,8.694,0,20,1,2
1613,112.08,207.938,33.246,4.018,23,0,1,0,68,17,3,10.193,0,20,0,3
1614,111.82,181.078,29.461,3.271,22,0,1,0,59,12,2,7.495,0,17,3,2
1615,125.56,180.781,30.109,4.831,22,0,1,0,64,15,2,6.746,0,22,0,0
1616,123.92,235.0,33.277,2.623,24,0,1,0,76,15,4,9.594,0,21,0,3
1617,123.48,174.922,27.699,3.021,22,0,1,0,58,17,2,7.345,0,20,1,1
1618,113.84,210.453,32.451,6.093,23,0,1,0,67,17,3,10.193,0,21,0,2
1619,163.08,266.438,37.627,6.267,26,0,2,0,80,13,6,11.393,0,22,1,3
1620,113.24,155.031,27.148,1.013,21,0,1,0,56,12,1,10.943,0,19,1,1
1621,151.54,265.531,30.406,2.283,26,0,2,0,82,13,6,11.243,0,21,1,4
1622,163.46,254.703,45.898,7.936,25,0,2,0,75,16,5,10.793,0,21,0,4
1623,115.22,248.531,40.59,5.752,25,0,1,0,68,16,5,15.44,0,24,1,0
1624,115.74,201.25,33.188,6.317,23,0,1,0,71,9,3,8.694,0,17,0,6
1625,69.92,131.359,27.152,1.901,20,0,0,0,52,7,0,9.144,0,17,1,2
1626,111.54,152.969,27.785,2.158,21,0,1,0,58,14,1,5.996,0,18,1,2
1627,110.4,166.234,28.461,2.324,21,0,1,0,58,14,1,7.945,0,20,0,1
1628,174.26,227.016,37.078,3.852,23,0,2,0,76,20,3,13.641,0,21,0,2
1629,115.56,216.766,32.041,6.184,23,0,1,0,69,15,3,14.091,0,20,0,3
1630,118.32,174.641,30.611,7.188,22,0,1,0,64,13,2,6.746,0,20,0,2
1631,174.38,283.719,31.398,1.793,26,0,2,0,84,19,6,14.84,0,24,1,1
1632,153.94,225.25,46.422,6.541,24,0,2,0,70,17,4,12.892,0,18,1,5
1633,119.94,226.734,44.65,11.007,24,0,1,0,69,17,4,12.742,0,18,2,4
1634,68.04,126.813,28.754,4.018,20,0,0,0,49,12,0,3.448,0,16,1,3
1635,114.1,245.609,30.367,3.652,24,0,1,0,80,13,4,11.542,0,20,0,4
1636,122.86,171.953,39.502,11.339,22,0,1,0,60,14,2,7.195,0,18,1,3
1637,116.92,163.281,27.682,3.005,22,0,1,0,57,11,2,6.446,0,12,3,7
1638,164.78,290.641,45.344,5.528,27,0,2,0,76,17,7,15.14,0,22,2,3
1639,115.2,261.281,32.072,5.736,25,0,1,0,80,16,5,9.594,0,20,1,4
1640,134.16,163.703,24.354,1.278,21,0,1,0,65,9,1,5.396,0,17,1,3
1641,116.02,154.438,24.906,1.328,21,0,1,0,61,12,1,5.996,0,20,0,1
1642,119.4,205.953,26.002,1.893,23,0,1,0,70,14,3,9.294,0,23,0,0
1643,68.56,133.328,26.014,2.374,20,0,0,0,54,8,0,4.647,0,17,1,2
1644,119.66,196.719,28.803,2.175,23,0,1,0,66,13,3,9.294,0,16,0,7
1645,114.34,210.031,28.713,5.396,23,0,1,0,71,13,3,9.294,0,21,0,2
1646,156.24,221.5,40.828,10.658,24,0,2,0,74,13,4,12.592,0,21,1,2
1647,155.66,270.344,42.209,5.412,26,0,2,0,74,17,6,11.692,0,23,1,2
1648,112.28,207.656,47.959,8.01,23,0,1,0,69,13,3,9.444,0,22,1,0
1649,110.48,171.25,33.604,5.296,21,0,1,0,62,15,1,7.645,0,18,0,3
1650,66.96,129.031,25.275,1.677,20,0,0,0,53,12,0,5.097,0,17,1,2
1651,130.6,196.984,33.121,5.313,22,0,1,0,69,16,2,10.493,0,21,0,1
1652,113.2,255.656,37.25,2.125,25,0,1,0,73,14,5,11.093,0,18,3,4
1653,118.56,202.813,37.895,7.462,23,0,1,0,64,13,3,7.645,0,19,1,3
1654,132.66,205.156,31.834,0.315,23,0,1,0,74,9,3,9.744,0,21,0,2
1655,134.2,182.406,39.529,8.06,22,0,1,0,66,14,2,6.746,0,20,0,2
1656,112.92,230.547,29.297,3.586,24,0,1,0,71,18,4,10.193,0,17,3,4
1657,134.24,226.438,27.004,1.893,24,0,1,0,72,17,4,9.144,0,19,1,4
1658,111.58,217.063,29.924,4.184,23,0,1,0,71,14,3,8.694,0,20,0,3
1659,118.36,221.531,49.377,9.836,24,0,1,0,67,18,4,10.193,0,18,4,2
1660,69.48,146.875,27.795,2.64,20,0,0,0,57,12,0,4.347,0,19,0,1
1661,119.38,212.641,45.859,8.367,23,0,1,0,65,18,3,10.943,0,19,0,4
1662,118.74,236.672,30.996,3.777,24,0,1,0,74,18,4,11.393,0,20,2,2
1663,104.16,189.219,26.883,4.142,22,0,1,0,66,10,2,11.842,0,20,0,2
1664,117.46,241.422,28.463,3.271,24,0,1,0,74,19,4,10.643,0,21,1,2
1665,107.18,203.0,35.156,3.453,23,0,1,0,64,12,3,5.097,0,21,0,2
1666,69.02,143.422,35.961,10.833,20,0,0,0,56,12,0,7.045,0,18,1,1
1667,121.26,172.938,34.166,4.424,22,0,1,0,64,11,2,8.395,0,17,2,3
1668,107.84,145.813,26.523,3.138,21,0,1,0,55,12,1,3.448,0,17,2,2
1669,112.54,212.5,29.014,3.802,23,0,1,0,72,10,3,7.345,0,19,0,4
1670,113.52,178.609,28.766,1.195,22,0,1,0,61,16,2,12.292,0,20,0,2
1671,67.26,121.688,38.432,6.558,20,0,0,0,47,10,0,4.047,0,17,1,2
1672,120.96,248.109,30.943,2.308,25,0,1,0,73,17,5,10.343,0,20,2,3
1673,113.68,205.656,36.127,3.901,24,0,1,0,69,9,4,7.645,0,17,2,5
1674,121.44,278.891,34.775,4.042,26,0,1,0,76,20,6,12.742,0,22,1,3
1675,119.64,269.109,46.938,13.68,25,0,1,0,83,17,5,11.992,0,22,1,2
1676,116.92,202.781,32.172,4.881,23,0,1,0,72,12,3,5.846,0,20,2,1
1677,106.58,211.234,26.52,0.963,23,0,1,0,74,10,3,6.746,0,20,0,3
1678,110.8,188.906,28.301,5.479,22,0,1,0,68,11,2,10.943,0,20,0,2
1679,124.36,209.25,35.35,3.636,23,0,1,0,65,17,3,8.395,0,19,2,2
1680,149.22,247.25,31.973,3.752,25,0,2,0,67,18,5,12.892,0,22,1,2
1681,115.62,174.766,33.771,4.507,22,0,1,0,61,15,2,7.345,0,19,1,2
1682,112.7,208.734,29.826,1.727,23,0,1,0,69,12,3,7.945,0,18,0,5
1683,144.02,197.563,29.84,3.154,23,0,2,0,70,14,3,9.894,0,19,0,4
1684,123.94,193.063,28.227,4.001,22,0,1,0,71,13,2,8.694,0,20,0,2
1685,119.9,177.375,31.814,5.495,22,0,1,0,63,13,2,8.245,0,17,3,2
1686,112.32,157.516,26.615,4.831,21,0,1,0,57,12,1,8.095,0,20,1,0
1687,106.12,163.063,29.549,2.407,21,0,1,0,58,15,1,7.495,0,19,1,1
1688,124.02,165.844,27.633,4.848,21,0,1,0,63,12,1,7.645,0,19,1,1
1689,128.7,198.141,33.594,6.25,22,0,1,0,73,15,2,9.144,0,22,0,0
1690,109.34,207.109,28.285,2.631,23,0,1,0,69,14,3,7.795,0,18,1,4
1691,114.98,186.906,28.037,5.229,22,0,1,0,68,14,2,8.994,0,19,0,3
1692,118.38,216.938,41.799,8.782,24,0,1,0,68,15,4,9.444,0,19,3,2
1693,120.84,253.0,40.439,5.138,25,0,1,0,73,20,5,10.643,0,21,0,4
1694,166.08,242.719,29.719,3.52,25,0,2,0,73,11,5,13.341,0,20,0,5
1695,69.66,149.641,35.973,3.752,20,0,0,0,61,12,0,8.844,0,17,0,3
1696,121.26,266.953,35.619,5.736,25,0,1,0,79,16,5,14.99,0,22,1,2
1697,118.32,210.969,44.279,12.144,23,0,1,0,76,13,3,8.844,0,17,0,6
1698,120.86,255.469,33.869,1.71,25,0,1,0,79,12,5,10.643,0,22,1,2
1699,120.96,158.953,36.662,2.042,21,0,1,0,63,11,1,5.546,0,18,0,3
1700,110.1,215.484,32.625,8.151,23,0,1,0,69,16,3,13.191,0,21,0,2
1701,124.98,241.547,36.926,10.791,24,0,1,0,75,19,4,9.294,0,20,0,4
1702,130.46,257.656,32.686,2.565,25,0,1,0,75,19,5,10.043,0,19,1,5
1703,126.08,167.0,27.385,3.669,22,0,1,0,56,13,2,8.694,0,14,5,3
1704,103.24,160.797,29.385,3.669,21,0,1,0,59,15,1,6.296,0,19,0,2
1705,112.64,184.625,31.408,3.694,22,0,1,0,57,18,2,11.992,0,20,1,1
1706,147.5,217.266,36.867,3.661,24,0,2,0,67,15,4,9.894,0,20,3,2
1707,120.5,227.703,31.371,6.973,24,0,1,0,71,15,4,13.042,0,21,2,1
1708,119.48,226.063,30.939,4.665,24,0,1,0,75,12,4,8.395,0,19,1,4
1709,119.18,193.875,39.357,11.671,23,0,1,0,62,13,3,7.195,0,20,2,1
1710,111.2,183.0,34.109,7.205,22,0,1,0,65,11,2,7.495,0,18,1,3
1711,154.48,265.672,30.125,1.063,26,0,2,0,82,11,6,11.542,0,17,2,7
1712,122.62,243.688,29.758,5.445,24,0,1,0,78,16,4,12.892,0,21,0,3
1713,115.28,171.625,29.801,6.898,21,0,1,0,60,15,1,10.043,0,19,1,1
1714,116.98,221.125,29.957,5.155,23,0,1,0,73,12,3,11.542,0,19,0,4
1715,110.14,173.813,31.316,4.549,22,0,1,0,58,13,2,7.945,0,17,3,2
1716,109.8,169.5,37.641,4.383,22,0,1,0,58,14,2,10.193,0,19,1,2
1717,153.06,266.734,37.867,4.599,25,0,2,0,82,16,5,11.692,0,23,1,1
1718,105.1,145.875,36.545,10.924,21,0,1,0,57,13,1,3.748,0,18,0,3
1719,117.66,244.734,31.951,4.208,24,0,1,0,78,21,4,10.793,0,21,1,2
1720,122.36,174.391,25.813,2.656,22,0,1,0,61,9,2,8.994,0,17,0,5
1721,85.86,141.328,24.012,1.428,21,0,1,0,50,16,1,6.296,0,16,2,3
1722,118.04,184.469,31.684,7.736,22,0,1,0,62,14,2,10.343,0,20,1,1
1723,103.68,203.969,24.107,1.046,23,0,1,0,73,10,3,5.846,0,17,1,5
1724,113.38,156.078,28.359,5.927,21,0,1,0,63,10,1,6.296,0,14,2,5
1725,110.42,164.734,36.719,9.67,22,0,1,0,59,10,2,7.045,0,16,2,4
1726,115.74,146.453,25.381,3.196,21,0,1,0,55,15,1,5.996,0,19,0,2
1727,158.78,239.75,29.627,2.009,25,0,2,0,76,15,5,8.544,0,21,1,3
1728,124.78,236.469,28.59,1.029,24,0,1,0,75,16,4,13.042,0,21,0,3
1729,120.06,207.516,27.25,4.018,23,0,1,0,67,16,3,13.791,0,20,1,2
1730,115.44,228.328,30.936,4.192,24,0,1,0,69,14,4,8.994,0,20,1,3
1731,129.04,212.047,31.254,1.494,24,0,2,0,66,13,4,12.292,0,16,3,5
1732,67.16,116.281,26.482,4.233,20,0,0,0,50,9,0,4.047,0,14,2,4
1733,113.04,198.156,27.609,1.992,22,0,1,0,73,13,2,8.245,0,19,1,2
1734,120.58,194.703,31.348,6.956,23,0,1,0,62,14,3,11.093,0,18,1,4
1735,118.74,197.859,37.742,5.445,23,0,1,0,62,17,3,7.795,0,17,3,3
1736,116.64,239.5,32.607,6.715,24,0,1,0,67,23,4,12.442,0,21,0,3
1737,121.54,198.453,29.137,2.49,22,0,1,0,70,14,2,10.193,0,20,0,2
1738,119.42,212.953,34.045,6.201,23,0,1,0,66,17,3,13.491,0,21,1,1
1739,109.06,179.469,34.316,8.799,22,0,1,0,69,11,2,6.746,0,18,0,4
1740,116.38,176.625,34.004,6.151,22,0,1,0,60,16,2,9.444,0,20,0,2
1741,119.34,164.688,28.879,5.105,22,0,1,0,56,14,2,6.446,0,20,2,0
1742,120.7,168.016,27.33,2.673,22,0,1,0,61,11,2,6.446,0,18,2,2
1743,121.62,217.422,27.83,2.673,24,0,2,0,66,12,4,12.892,0,17,4,3
1744,120.1,182.953,32.17,4.399,22,0,1,0,62,15,2,8.844,0,20,1,1
1745,107.96,188.594,37.662,9.131,22,0,1,0,68,11,2,8.544,0,20,0,2
1746,124.08,229.297,31.393,3.677,24,0,1,0,76,12,4,10.193,0,18,1,5
1747,118.3,142.344,26.959,2.797,21,0,1,0,55,10,1,8.544,0,18,2,1
1748,107.0,211.734,35.525,2.864,23,0,1,0,74,14,3,10.043,0,22,0,1
1749,138.4,248.578,35.588,8.591,25,0,2,0,73,14,5,12.292,0,20,2,3
1750,119.98,217.672,32.078,5.296,23,0,1,0,71,16,3,9.444,0,20,0,3
1751,112.36,153.609,28.594,4.814,21,0,1,0,56,11,1,10.643,0,19,0,2
1752,120.42,164.219,34.936,6.558,22,0,1,0,56,14,2,6.596,0,17,2,3
1753,163.58,271.531,36.512,5.229,25,0,2,0,87,14,5,14.541,0,24,0,1
1754,116.26,173.5,30.494,4.731,22,0,1,0,57,14,2,9.744,0,15,4,3
1755,112.74,203.781,32.387,5.562,23,0,1,0,60,17,3,16.04,0,18,1,4
1756,123.06,280.969,45.873,13.148,26,0,1,0,83,15,6,12.442,0,21,0,5
1757,67.4,116.203,24.463,3.271,20,0,0,0,48,9,0,6.146,0,15,3,2
1758,111.56,167.328,27.355,2.225,22,0,1,0,61,12,2,5.247,0,18,1,3
1759,118.56,235.172,29.314,3.603,25,0,1,0,65,15,5,11.692,0,16,4,5
1760,166.96,237.438,29.725,2.573,24,0,2,0,75,18,4,9.894,0,21,1,2
1761,120.02,193.422,36.033,4.283,23,0,1,0,62,15,3,11.692,0,17,1,5
1762,155.84,213.5,32.822,1.195,24,0,2,0,66,20,4,6.596,0,20,2,2
1763,67.94,145.219,24.158,2.515,20,0,0,0,54,14,0,4.647,0,18,0,2
1764,118.5,210.516,30.447,4.134,24,0,1,0,62,16,4,10.043,0,17,4,3
1765,113.74,244.297,33.139,7.695,24,0,1,0,81,14,4,10.043,0,20,1,3
1766,170.3,254.875,32.49,2.756,26,0,2,0,72,17,6,12.442,0,21,1,4
1767,113.5,169.828,29.982,4.233,21,0,1,0,63,13,1,13.042,0,16,1,5
1768,107.62,211.344,26.197,3.021,23,0,1,0,68,15,3,9.744,0,19,2,2
1769,166.8,322.891,34.006,4.283,28,0,2,0,87,20,8,14.091,0,23,1,4
1770,126.92,246.391,41.313,6.906,25,0,1,0,76,14,5,12.292,0,21,0,4
1771,113.1,216.453,46.92,16.045,23,0,1,0,67,19,3,10.643,0,21,2,0
1772,117.58,158.391,39.584,7.164,21,0,1,0,58,14,1,7.645,0,20,0,1
1773,112.44,233.516,27.391,2.258,24,0,1,0,76,11,4,9.594,0,19,1,4
1774,69.04,133.578,25.971,2.806,20,0,0,0,50,11,0,8.395,0,16,3,1
1775,118.82,251.016,33.785,6.915,24,0,1,0,79,18,4,10.943,0,21,0,3
1776,142.94,213.313,33.496,6.607,23,0,2,0,75,13,3,8.994,0,22,0,2
1777,111.52,185.813,41.313,9.787,23,0,1,0,56,14,3,10.493,0,17,5,1
1778,113.94,187.063,28.438,1.834,22,0,1,0,65,11,2,8.694,0,16,0,6
1779,109.12,174.969,25.627,2.009,22,0,1,0,57,14,2,12.142,0,18,2,2
1780,125.12,253.984,34.467,5.163,25,0,1,0,75,16,5,12.742,0,22,0,3
1781,120.54,195.906,29.15,4.864,22,0,1,0,68,17,2,10.943,0,20,1,1
1782,108.22,209.469,33.447,4.2,23,0,1,0,65,17,3,11.842,0,20,1,2
1783,119.4,148.859,33.037,6.151,21,0,1,0,53,13,1,6.746,0,19,1,1
1784,118.08,203.078,29.104,4.823,23,0,1,0,60,19,3,11.842,0,17,5,1
1785,127.7,158.0,29.578,3.868,21,0,1,0,63,8,1,4.047,0,16,0,5
1786,108.4,152.422,29.822,3.611,21,0,1,0,52,16,1,9.444,0,18,1,2
1787,116.72,208.734,30.955,3.735,23,0,1,0,72,13,3,8.694,0,21,0,2
1788,141.46,229.734,36.375,3.188,25,0,2,0,61,21,5,10.193,0,18,5,2
1789,124.08,211.063,39.631,8.151,23,0,1,0,73,16,3,8.994,0,21,0,2
1790,107.68,154.719,32.684,8.699,21,0,1,0,57,15,1,4.647,0,19,0,2
1791,68.34,129.094,28.033,3.337,20,0,0,0,51,14,0,4.197,0,15,1,4
1792,119.12,186.25,26.766,2.092,22,0,1,0,64,14,2,9.444,0,18,1,3
1793,115.78,243.484,43.676,6.782,25,0,1,0,80,12,5,10.193,0,18,0,7
1794,125.22,192.609,26.012,1.428,22,0,1,0,68,14,2,6.446,0,19,0,3
