episode,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst
300,98.48,211.094,23.622,1.033,21,0,1,0,59,9,1,3.15,0,17,1,3
301,116.56,284.576,27.747,3.566,23,0,1,0,67,13,3,8.1,0,19,1,3
302,68.86,160.887,22.542,0.183,20,0,0,0,46,9,0,3.6,0,13,3,4
303,127.06,280.607,26.977,1.666,23,0,1,0,66,17,3,6.75,0,16,3,4
304,114.08,230.897,27.596,3.992,22,0,1,0,60,10,2,6.75,0,17,1,4
305,107.3,212.895,24.875,1.916,21,0,1,0,59,8,1,4.05,0,15,1,5
306,114.24,214.176,27.778,1.7,22,0,1,0,56,8,2,4.05,0,17,0,5
307,67.82,200.641,23.586,2.333,20,0,0,0,59,12,0,4.95,0,18,1,1
308,124.98,281.352,32.266,1.633,24,0,1,0,60,17,4,10.35,0,14,5,5
309,69.12,165.781,26.636,4.649,20,0,0,0,43,9,0,3.0,0,13,4,3
310,109.9,205.844,25.695,2.433,21,0,1,0,51,13,1,3.0,0,16,2,3
311,69.88,195.697,24.311,0.5,20,0,0,0,57,7,0,0.0,0,16,1,3
312,69.86,205.807,23.263,1.716,20,0,0,0,54,13,0,4.35,0,15,1,4
313,105.2,228.059,25.306,1.566,22,0,1,0,57,13,2,5.85,0,19,2,1
314,114.7,196.359,25.202,2.083,21,0,1,0,49,10,1,4.2,0,15,3,3
315,110.18,271.758,26.584,1.516,23,0,1,0,67,10,3,8.851,0,13,2,8
316,110.28,260.711,23.158,0.4,22,0,1,0,66,13,2,4.2,0,19,0,3
317,65.84,163.295,24.359,2.749,20,0,0,0,47,9,0,3.0,0,14,3,3
318,117.5,209.428,25.267,1.383,21,0,1,0,63,9,1,7.501,0,15,0,6
319,109.76,219.076,27.164,1.916,21,0,1,0,59,11,1,5.7,0,17,2,2
320,126.5,216.637,25.054,0.183,21,0,1,0,56,14,1,4.201,0,17,0,4
321,115.48,227.732,29.852,4.416,22,0,1,0,59,11,2,5.7,0,16,1,5
322,108.02,224.045,24.408,0.533,22,0,1,0,55,13,2,7.801,0,14,3,5
323,68.84,171.275,24.346,2.166,20,0,0,0,51,10,0,1.35,0,17,1,2
324,108.72,197.779,25.07,1.566,21,0,1,0,50,12,1,5.7,0,13,2,6
325,110.8,224.107,23.804,1.083,21,0,1,0,61,14,1,4.351,0,17,1,3
326,113.8,242.143,27.706,2.899,23,0,1,0,61,13,3,5.851,0,17,2,4
327,108.58,230.795,28.851,2.183,23,0,1,0,59,11,3,5.851,0,13,4,6
328,129.12,205.828,28.757,2.999,22,0,1,0,59,8,2,3.0,0,18,2,2
329,63.92,177.709,33.416,6.015,20,0,0,0,49,11,0,5.401,0,16,1,3
330,67.86,156.764,31.446,7.399,20,0,0,0,50,10,0,0.0,0,11,2,7
331,120.44,252.488,25.853,0.9,23,0,1,0,59,12,3,6.901,0,14,4,5
332,121.8,207.527,26.505,2.783,21,0,1,0,56,13,1,4.501,0,14,2,5
333,105.06,242.332,24.328,2.05,21,0,1,0,65,13,1,4.351,0,21,0,0
334,119.32,182.904,28.356,4.249,21,0,1,0,50,14,1,1.95,0,13,5,3
335,127.84,299.594,25.869,0.6,24,0,2,0,63,17,4,9.302,0,19,3,2
336,66.44,172.756,23.649,1.55,20,0,0,0,48,11,0,2.85,0,14,1,5
337,109.82,233.129,25.028,1.333,21,0,1,0,62,14,1,2.55,0,18,1,2
338,112.26,236.338,30.157,4.841,22,0,1,0,54,14,2,8.551,0,13,5,4
339,121.88,213.768,29.218,6.033,21,0,1,0,55,16,1,2.55,0,16,3,2
340,115.94,226.537,25.76,1.533,22,0,1,0,59,13,2,5.251,0,15,4,3
341,126.7,192.902,24.518,1.383,21,0,1,0,51,10,1,3.901,0,15,2,4
342,122.58,247.6,33.948,3.816,23,0,1,0,63,9,3,6.601,0,15,3,5
343,68.1,165.703,33.204,11.065,20,0,0,0,49,8,0,0.6,0,15,0,5
344,117.08,229.242,29.68,2.433,22,0,1,0,60,12,2,4.951,0,14,2,6
345,107.4,287.162,34.544,5.041,25,0,1,0,64,11,5,7.501,0,17,2,6
346,68.88,161.156,26.729,2.316,20,0,0,0,47,9,0,0.6,0,14,2,4
347,115.92,201.686,30.34,5.449,21,0,1,0,56,12,1,5.101,0,16,3,3
348,68.54,178.715,25.244,0.925,20,0,0,0,53,10,0,3.301,0,14,1,5
349,66.86,165.832,25.152,0.267,20,0,0,0,49,8,0,4.801,0,13,2,5
350,68.86,270.688,23.259,1.383,20,0,0,0,58,12,0,7.051,0,16,1,3
351,69.3,155.506,26.33,2.649,20,0,0,0,48,9,0,0.0,0,13,3,4
352,69.26,189.496,24.974,1.683,20,0,0,0,50,14,0,2.85,0,14,2,4
353,160.6,465.414,29.835,0.766,27,0,2,0,82,18,7,11.852,0,21,2,4
354,106.64,227.473,29.334,2.033,21,0,1,0,51,13,1,4.801,0,18,1,2
355,111.32,294.426,24.625,0.333,22,0,1,0,57,10,2,6.901,0,19,1,2
356,119.54,285.555,26.188,1.0,23,0,1,0,55,13,3,4.501,0,20,1,2
357,128.58,331.68,24.574,1.316,22,0,1,0,68,12,2,6.601,0,18,1,3
358,116.26,304.176,24.75,0.9,22,0,1,0,61,11,2,5.101,0,16,1,5
359,101.32,273.383,29.523,4.915,21,0,1,0,57,10,1,6.001,0,16,1,4
360,110.34,273.949,23.536,0.6,21,0,1,0,56,13,1,5.101,0,16,0,5
361,142.02,341.973,28.195,2.05,23,0,2,0,66,15,3,10.502,0,16,2,5
362,109.92,270.395,26.4,3.249,21,0,1,0,56,11,1,5.401,0,18,1,2
363,123.76,282.742,25.186,1.416,21,0,1,0,57,13,1,6.451,0,17,0,4
364,106.3,236.574,31.09,2.433,21,0,1,0,47,12,1,4.501,0,14,3,4
365,105.78,281.109,24.353,2.483,21,0,1,0,54,13,1,2.7,0,18,1,2
366,113.26,312.164,26.229,3.116,22,0,1,0,56,15,2,6.601,0,20,0,2
367,108.86,251.106,28.552,4.824,21,0,1,0,56,9,1,3.751,0,13,3,5
368,128.52,424.984,30.51,2.125,25,0,1,0,77,20,5,8.251,0,21,0,4
369,69.56,246.914,22.16,0.716,20,0,0,0,57,10,0,4.801,0,15,1,4
370,107.58,285.215,32.516,6.582,21,0,1,0,60,8,1,5.251,0,15,1,5
371,98.64,282.902,24.642,0.733,21,0,1,0,57,7,1,4.501,0,18,0,3
372,68.08,283.301,23.722,2.066,20,0,0,0,48,15,0,6.901,0,18,2,0
373,69.9,229.246,22.912,0.05,20,0,0,0,50,13,0,1.05,0,16,1,3
374,120.18,353.508,26.148,0.95,23,0,1,0,61,17,3,9.752,0,18,1,4
375,117.12,278.988,22.719,0.6,21,0,1,0,59,10,1,4.051,0,17,1,3
376,118.22,278.289,30.514,2.783,21,0,1,0,61,11,1,4.951,0,16,1,4
377,109.64,282.106,23.808,0.583,21,0,1,0,53,14,1,3.0,0,16,3,2
378,121.66,284.77,23.439,0.617,21,0,1,0,65,11,1,3.301,0,17,1,3
379,129.98,366.465,41.709,15.213,24,0,1,0,70,17,4,7.351,0,18,0,6
380,116.4,327.18,29.902,3.832,23,0,1,0,65,14,3,9.602,0,20,0,3
381,114.88,300.863,27.944,1.4,22,0,1,0,60,14,2,3.0,0,13,2,7
382,83.54,253.43,27.94,0.3,21,0,1,0,54,9,1,3.0,0,12,1,8
383,103.86,265.027,32.462,7.824,22,0,1,0,52,12,2,4.651,0,15,2,5
384,68.92,262.652,25.743,4.666,20,0,0,0,54,13,0,7.351,0,19,0,1
385,112.32,273.289,27.399,2.933,21,0,1,0,62,11,1,4.201,0,16,2,3
386,68.98,249.828,21.657,0.75,20,0,0,0,49,10,0,4.051,0,17,0,3
387,111.0,281.891,26.463,4.915,21,0,1,0,56,13,1,6.451,0,19,1,1
388,114.1,358.559,25.457,1.383,23,0,1,0,64,18,3,9.302,0,18,1,4
389,111.14,224.816,30.367,5.7,21,0,1,0,45,10,1,1.5,0,12,4,5
390,119.46,285.617,28.417,1.816,22,0,1,0,62,13,2,4.501,0,15,3,4
391,126.48,290.18,28.483,2.999,22,0,1,0,57,14,2,5.101,0,16,4,2
392,120.86,310.488,27.64,0.633,22,0,1,0,63,10,2,7.351,0,16,0,6
393,110.72,258.184,23.617,0.183,21,0,1,0,53,13,1,4.501,0,14,2,5
394,114.82,252.813,24.384,0.2,21,0,1,0,49,10,1,3.451,0,16,3,2
395,69.16,236.75,23.181,1.658,20,0,0,0,55,8,0,0.0,0,17,0,3
396,120.2,338.625,32.291,1.566,24,0,2,0,61,16,4,8.851,0,20,3,1
397,123.22,278.852,28.912,4.782,22,0,1,0,55,12,2,3.901,0,17,2,3
398,69.54,237.098,30.846,3.616,20,0,0,0,49,12,0,4.501,0,13,1,6
399,68.96,217.902,24.59,1.95,20,0,0,0,47,11,0,1.2,0,12,4,4
400,111.58,286.25,26.15,0.617,22,0,1,0,59,10,2,5.551,0,18,0,4
401,107.4,288.867,23.091,0.4,21,0,1,0,62,13,1,3.751,0,16,1,4
402,64.34,231.559,23.579,1.383,20,0,0,0,55,7,0,0.75,0,13,1,6
403,123.5,272.492,34.852,9.006,21,0,1,0,51,13,1,6.751,0,18,1,2
404,119.34,300.445,26.709,1.65,23,0,1,0,49,16,3,5.401,0,15,6,2
405,122.04,410.551,34.762,7.357,25,0,1,0,70,14,5,10.802,0,21,1,3
406,113.62,257.191,27.417,1.25,21,0,1,0,54,11,1,3.151,0,14,2,5
407,116.74,203.965,27.448,1.566,21,0,1,0,47,8,1,2.25,0,8,5,8
408,112.52,326.254,26.123,0.267,23,0,1,0,69,12,3,5.101,0,17,0,6
409,69.76,204.242,28.587,5.324,20,0,0,0,51,10,0,0.6,0,14,2,4
410,101.38,260.125,24.021,0.7,21,0,1,0,53,14,1,1.8,0,15,3,3
411,112.88,306.617,26.664,2.116,22,0,1,0,59,12,2,6.301,0,19,0,3
412,113.86,260.285,26.107,1.266,21,0,1,0,57,16,1,4.201,0,14,3,4
413,115.8,367.336,26.957,1.716,23,0,1,0,70,10,3,7.801,0,17,0,6
414,114.46,296.051,24.531,0.567,21,0,1,0,65,11,1,3.451,0,18,0,3
415,110.18,305.402,25.554,2.0,21,0,1,0,54,14,1,7.351,0,20,0,1
416,112.28,270.246,28.249,4.316,22,0,1,0,53,12,2,5.251,0,17,1,4
417,69.92,266.43,22.154,0.916,20,0,0,0,59,8,0,1.65,0,17,0,3
418,122.0,309.773,25.966,0.417,22,0,1,0,61,16,2,5.551,0,18,2,2
419,112.68,335.137,23.574,0.05,22,0,1,0,69,12,2,4.051,0,16,1,5
420,108.5,325.836,26.236,2.716,22,0,1,0,65,17,2,7.801,0,18,0,4
421,147.76,356.145,28.382,1.533,24,0,2,0,66,16,4,8.401,0,18,3,3
422,111.38,249.238,25.695,0.517,21,0,1,0,54,11,1,4.501,0,14,2,5
423,113.94,297.387,26.187,1.833,22,0,1,0,62,10,2,5.551,0,14,1,7
424,111.52,243.824,27.165,0.916,21,0,1,0,54,9,1,5.101,0,11,2,8
425,114.08,252.481,26.939,0.583,21,0,1,0,57,8,1,2.85,0,14,1,6
426,117.58,339.922,27.44,0.267,23,0,1,0,69,12,3,5.251,0,18,2,3
427,106.82,260.84,26.154,2.199,21,0,1,0,53,9,1,3.751,0,13,2,6
428,68.84,225.047,22.65,0.25,20,0,0,0,46,6,0,2.85,0,13,2,5
429,126.98,330.094,28.314,3.116,23,0,1,0,66,13,3,5.401,0,15,1,7
430,111.96,275.07,24.294,0.0,21,0,1,0,58,14,1,4.051,0,17,1,3
431,106.02,265.781,27.356,4.582,21,0,1,0,55,11,1,2.7,0,16,1,4
432,68.24,240.594,24.511,2.125,20,0,0,0,50,11,0,4.201,0,18,0,2
433,120.28,358.418,27.927,1.716,23,0,1,0,65,16,3,6.301,0,20,2,1
434,118.34,291.555,25.403,0.517,22,0,1,0,53,14,2,4.351,0,17,2,3
435,68.22,197.008,25.735,1.683,20,0,0,0,45,10,0,1.95,0,14,2,4
436,66.7,237.555,22.697,0.3,20,0,0,0,49,13,0,1.8,0,17,2,1
437,124.36,362.555,27.5,2.86,23,0,1,0,66,15,3,9.001,0,22,0,1
438,104.56,296.117,29.718,4.216,22,0,1,0,61,15,2,3.751,0,15,0,7
439,114.56,276.945,27.105,1.957,21,0,1,0,53,12,1,5.101,0,19,1,1
440,104.76,272.508,26.188,1.133,21,0,1,0,56,11,1,4.951,0,17,0,4
441,121.48,263.207,30.837,2.893,22,0,1,0,53,12,2,4.201,0,16,3,3
442,111.2,327.453,29.533,4.649,22,0,1,0,66,11,2,4.201,0,16,1,5
443,65.68,248.902,23.834,2.291,20,0,0,0,52,10,0,2.4,0,16,1,3
444,117.06,332.828,28.912,2.325,24,0,2,0,58,14,4,8.551,0,20,3,1
445,69.92,226.723,34.372,12.307,20,0,0,0,45,11,0,5.401,0,12,4,4
446,121.64,309.254,26.738,0.217,22,0,1,0,65,12,2,6.751,0,18,1,3
447,66.68,233.141,23.7,1.95,20,0,0,0,56,9,0,1.95,0,12,1,7
448,107.18,261.625,31.265,2.816,21,0,1,0,54,10,1,5.701,0,16,2,3
449,123.82,253.996,27.076,2.659,21,0,1,0,57,7,1,6.451,0,14,0,7
450,119.7,275.227,36.413,7.498,22,0,1,0,55,10,2,4.501,0,18,1,3
451,112.08,289.773,23.935,1.355,21,0,1,0,65,8,1,4.501,0,16,0,5
452,107.68,276.762,28.313,2.716,21,0,1,0,58,15,1,4.201,0,20,0,1
453,123.0,282.805,23.233,0.401,21,0,1,0,60,11,1,6.901,0,15,1,5
454,100.2,289.59,26.512,2.199,22,0,1,0,58,8,2,6.901,0,15,3,5
455,112.76,320.543,28.812,4.984,22,0,1,0,61,13,2,6.751,0,21,0,1
456,69.96,244.961,29.605,6.432,20,0,0,0,50,11,0,2.4,0,17,0,3
457,110.84,358.695,29.387,2.258,24,0,1,0,65,11,4,7.501,0,20,2,2
458,117.96,304.754,32.094,3.516,21,0,1,0,61,13,1,6.451,0,17,1,3
459,69.92,230.219,27.612,5.882,20,0,0,0,49,10,0,4.051,0,14,3,3
460,117.2,261.051,29.633,3.745,21,0,1,0,58,12,1,2.55,0,18,0,3
461,113.06,297.793,31.094,1.483,22,0,1,0,60,13,2,6.451,0,18,0,4
462,113.0,302.981,30.526,3.503,22,0,1,0,56,17,2,7.051,0,19,0,3
463,111.14,342.863,30.335,3.349,22,0,1,0,62,15,2,8.251,0,18,0,4
464,127.1,303.758,29.276,2.943,23,0,1,0,65,10,3,4.501,0,14,1,8
465,108.96,240.344,27.002,2.733,21,0,1,0,51,12,1,4.201,0,17,2,2
466,104.2,340.918,28.442,3.11,22,0,1,0,66,12,2,8.101,0,18,0,4
467,105.92,339.391,27.887,4.082,22,0,1,0,64,11,2,6.451,0,20,1,1
468,112.1,321.859,26.284,1.639,22,0,1,0,65,9,2,6.151,0,18,0,4
469,103.74,285.613,30.428,5.415,21,0,1,0,59,13,1,3.451,0,16,0,5
470,113.4,279.828,25.788,3.077,21,0,1,0,62,10,1,4.201,0,17,0,4
471,124.62,253.203,30.26,2.099,21,0,1,0,56,13,1,2.25,0,14,1,6
472,123.88,314.555,29.732,5.987,22,0,1,0,60,13,2,4.801,0,20,0,2
473,109.96,263.77,28.292,4.249,21,0,1,0,57,9,1,4.501,0,16,0,5
474,111.54,266.793,25.097,1.304,21,0,1,0,57,10,1,4.951,0,16,2,3
475,140.76,353.664,40.271,5.391,24,0,2,0,63,15,4,7.501,0,16,2,6
476,113.6,330.332,35.905,6.522,23,0,1,0,65,17,3,5.251,0,18,0,5
477,112.82,405.953,33.396,3.116,25,0,1,0,66,16,5,8.251,0,17,3,5
478,118.14,286.199,24.811,1.07,21,0,1,0,63,9,1,4.801,0,16,0,5
479,120.24,330.496,25.941,0.683,23,0,1,0,63,13,3,7.351,0,18,2,3
480,144.34,373.461,30.157,3.879,24,0,2,0,68,17,4,10.502,0,20,2,2
481,68.9,231.465,32.35,9.844,20,0,0,0,48,14,0,2.1,0,19,0,1
482,122.0,324.227,29.129,4.307,23,0,1,0,60,13,3,5.701,0,15,3,5
483,113.44,300.293,24.281,0.301,22,0,1,0,59,15,2,5.101,0,19,1,2
484,121.78,325.574,35.354,7.565,23,0,1,0,63,12,3,5.401,0,16,4,3
485,108.02,260.469,26.856,2.141,21,0,1,0,54,12,1,4.201,0,15,2,4
486,105.88,269.777,33.091,3.316,21,0,1,0,52,15,1,3.451,0,14,3,4
487,113.52,248.356,27.707,2.241,21,0,1,0,53,8,1,3.601,0,19,0,2
488,166.58,356.523,26.255,0.517,23,0,2,0,68,15,3,11.552,0,21,1,1
489,111.26,327.012,31.204,5.903,22,0,1,0,67,13,2,6.601,0,19,0,3
490,125.52,342.504,25.924,0.908,23,0,1,0,61,17,3,9.001,0,17,2,4
491,112.34,329.621,28.441,5.251,22,0,1,0,63,16,2,7.201,0,19,1,2
492,113.82,293.231,31.923,8.526,21,0,1,0,60,13,1,5.551,0,19,1,1
493,112.6,260.363,25.519,0.268,21,0,1,0,51,12,1,3.901,0,14,3,4
494,69.6,273.426,27.322,1.037,20,0,0,0,53,18,0,7.051,0,18,2,0
495,110.48,360.789,27.209,0.953,23,0,1,0,66,16,3,10.052,0,19,0,4
496,115.64,368.469,29.201,2.074,24,0,1,0,61,18,4,9.452,0,20,3,1
497,121.8,371.109,28.496,1.756,23,0,1,0,70,16,3,7.801,0,23,0,0
498,116.12,278.227,29.612,3.277,22,0,1,0,58,15,2,4.501,0,16,0,6
499,121.6,290.234,31.515,3.244,21,0,1,0,64,9,1,6.451,0,19,0,2
500,105.64,281.852,34.074,8.73,21,0,1,0,55,15,1,6.601,0,18,0,3
501,109.06,345.672,30.017,3.478,23,0,1,0,68,8,3,8.851,0,17,0,6
502,132.52,326.52,36.07,10.753,22,0,1,0,62,18,2,7.501,0,18,1,3
503,115.66,287.578,26.964,1.823,22,0,1,0,57,13,2,4.501,0,17,1,4
504,69.32,250.652,22.394,0.234,20,0,0,0,58,10,0,3.751,0,18,0,2
505,67.28,241.625,26.522,3.06,20,0,0,0,54,7,0,3.751,0,15,1,4
506,111.38,321.727,27.308,3.679,22,0,1,0,67,14,2,3.601,0,19,1,2
507,113.68,306.652,29.199,5.903,22,0,1,0,61,14,2,5.701,0,19,1,2
508,103.88,333.027,27.759,2.241,22,0,1,0,68,13,2,6.301,0,19,0,3
509,69.8,233.66,29.279,6.263,20,0,0,0,51,11,0,4.951,0,17,1,2
510,120.88,263.449,30.934,4.214,21,0,1,0,51,14,1,4.951,0,16,3,2
511,119.62,339.25,30.383,3.512,23,0,1,0,71,11,3,4.501,0,18,1,4
512,113.26,294.356,23.112,1.07,21,0,1,0,61,14,1,3.901,0,18,1,2
513,67.82,241.398,26.402,5.418,20,0,0,0,51,13,0,4.501,0,17,0,3
514,157.72,489.035,36.897,4.147,28,0,2,0,77,21,8,13.952,0,22,4,2
515,118.6,386.816,33.787,2.776,25,0,1,0,68,15,5,9.001,0,18,5,3
516,114.74,325.481,40.123,15.543,23,0,1,0,63,10,3,6.901,0,17,0,6
517,122.58,292.699,27.257,3.278,22,0,1,0,65,10,2,4.201,0,14,1,7
518,67.1,256.785,33.562,9.349,20,0,0,0,59,9,0,3.301,0,15,1,4
519,117.72,307.395,33.574,7.5,22,0,1,0,67,10,2,6.001,0,18,0,4
520,136.54,339.918,32.286,4.221,23,0,1,0,65,16,3,7.051,0,17,1,5
521,109.18,308.219,34.256,6.238,22,0,1,0,64,11,2,6.001,0,17,0,5
522,113.68,292.637,27.96,2.876,22,0,1,0,58,15,2,4.501,0,16,1,5
523,110.54,248.168,32.316,9.239,21,0,1,0,54,10,1,4.501,0,14,1,6
524,117.04,302.715,26.092,2.274,22,0,1,0,60,12,2,5.701,0,17,0,5
525,106.84,276.352,24.996,2.676,21,0,1,0,52,15,1,5.701,0,16,2,3
526,117.52,338.805,32.757,3.244,22,0,1,0,65,15,2,10.802,0,21,0,1
527,105.16,263.434,28.957,6.556,21,0,1,0,55,10,1,5.851,0,15,1,5
528,110.66,298.445,26.816,1.221,21,0,1,0,59,16,1,4.351,0,18,0,3
529,115.3,303.828,27.907,2.977,22,0,1,0,61,14,2,3.751,0,16,0,6
530,103.5,230.469,35.71,5.994,21,0,1,0,46,10,1,3.601,0,12,3,6
531,118.02,274.781,26.889,4.515,21,0,1,0,53,16,1,4.951,0,17,1,3
532,107.54,323.059,27.877,4.515,22,0,1,0,65,13,2,4.201,0,18,1,3
533,113.9,306.297,36.915,10.552,22,0,1,0,64,10,2,5.551,0,16,0,6
534,126.2,357.824,26.479,2.575,22,0,1,0,72,11,2,10.052,0,20,0,2
535,113.62,329.816,26.351,1.388,22,0,1,0,60,16,2,7.651,0,19,2,1
536,109.04,281.746,25.766,2.191,21,0,1,0,57,17,1,6.601,0,17,2,2
537,69.16,277.949,21.699,0.217,20,0,0,0,56,10,0,4.501,0,16,0,4
538,112.0,259.563,25.532,2.726,21,0,1,0,52,15,1,4.351,0,15,3,3
539,133.32,289.488,30.858,5.076,22,0,1,0,62,12,2,4.351,0,19,2,1
540,114.36,324.547,29.303,0.903,22,0,1,0,63,12,2,5.101,0,17,1,4
541,69.02,253.121,28.546,0.05,20,0,0,0,57,10,0,2.55,0,16,0,4
542,68.82,243.766,24.126,1.238,20,0,0,0,51,8,0,3.0,0,17,1,2
543,68.28,244.008,26.175,4.331,20,0,0,0,52,13,0,2.85,0,14,3,3
544,113.4,278.477,27.74,3.027,21,0,1,0,55,17,1,3.0,0,18,0,3
545,66.8,285.809,22.266,1.89,20,0,0,0,53,12,0,7.201,0,18,0,2
546,67.76,243.145,20.694,0.251,20,0,0,0,47,14,0,7.351,0,17,2,1
547,111.42,306.621,27.097,2.776,22,0,1,0,62,13,2,5.851,0,16,0,6
548,111.58,319.539,38.791,2.784,23,0,1,0,59,13,3,7.801,0,15,3,5
549,129.24,287.387,24.817,0.92,22,0,1,0,53,14,2,3.901,0,15,3,4
550,113.48,385.395,28.236,3.713,24,0,1,0,75,14,4,10.802,0,20,1,3
551,68.9,249.918,27.312,5.259,20,0,0,0,51,13,0,3.451,0,20,0,0
552,112.42,283.383,29.516,7.024,22,0,1,0,56,11,2,3.0,0,18,0,4
553,67.82,257.492,23.079,2.525,20,0,0,0,55,11,0,5.251,0,17,1,2
554,119.14,332.246,35.112,8.847,22,0,1,0,62,14,2,5.251,0,16,4,2
555,69.54,245.699,28.037,6.773,20,0,0,0,51,13,0,2.85,0,15,2,3
556,106.08,313.305,24.922,1.756,22,0,1,0,59,14,2,6.751,0,17,0,5
557,114.36,261.004,24.58,0.753,21,0,1,0,55,14,1,4.051,0,15,2,4
558,117.08,335.852,33.05,2.308,22,0,1,0,68,13,2,3.901,0,19,1,2
559,120.76,260.426,27.88,5.251,21,0,1,0,56,12,1,2.25,0,17,2,2
560,69.0,232.664,25.332,2.776,20,0,0,0,55,10,0,2.85,0,16,1,3
561,118.4,320.414,27.608,3.077,22,0,1,0,62,14,2,4.201,0,18,0,4
562,69.7,249.777,22.244,1.238,20,0,0,0,57,7,0,3.451,0,17,1,2
563,68.62,246.059,28.454,4.632,20,0,0,0,56,8,0,3.601,0,15,0,5
564,103.2,273.785,33.657,0.619,21,0,1,0,58,9,1,6.601,0,17,0,4
565,151.68,395.199,29.74,2.626,25,0,2,0,75,14,5,7.501,0,17,1,7
566,67.46,240.148,21.132,0.836,20,0,0,0,49,11,0,5.101,0,17,2,1
567,128.86,386.777,25.952,0.418,24,0,1,0,76,12,4,8.551,0,22,0,2
568,132.44,396.445,26.092,1.371,24,0,1,0,65,17,4,9.752,0,21,1,2
569,113.8,315.641,23.741,1.472,21,0,1,0,65,12,1,8.701,0,16,0,5
570,68.16,253.234,25.937,1.522,20,0,0,0,54,14,0,2.25,0,16,1,3
571,111.66,301.984,27.457,3.805,22,0,1,0,62,10,2,5.401,0,17,2,3
572,116.12,274.598,28.685,6.305,21,0,1,0,57,12,1,2.7,0,17,0,4
573,109.54,259.977,27.092,0.435,21,0,1,0,57,7,1,4.201,0,17,1,3
574,69.06,229.996,26.635,3.646,20,0,0,0,52,8,0,2.4,0,17,0,3
575,117.9,261.918,25.357,1.438,22,0,1,0,58,9,2,6.601,0,13,1,8
576,119.96,251.781,26.994,5.117,21,0,1,0,58,12,1,4.501,0,14,3,4
577,67.86,124.641,36.252,2.358,20,0,0,0,53,7,0,1.95,0,14,2,4
578,102.2,149.648,24.264,2.743,21,0,1,0,55,15,1,4.951,0,18,0,3
579,111.18,152.922,23.318,0.87,21,0,1,0,54,15,1,7.201,0,14,3,4
580,122.08,189.906,27.271,2.943,22,0,1,0,72,11,2,6.901,0,18,1,3
581,69.04,139.867,23.534,3.044,20,0,0,0,55,9,0,5.551,0,17,0,3
582,112.28,153.867,27.047,4.014,21,0,1,0,59,12,1,5.251,0,14,3,4
583,109.66,168.727,30.396,1.89,22,0,1,0,59,13,2,6.151,0,18,1,3
584,118.48,193.695,29.122,2.96,22,0,1,0,70,13,2,11.852,0,19,0,3
585,112.06,144.828,28.112,3.228,21,0,1,0,57,11,1,3.901,0,18,1,2
586,105.22,162.469,28.975,6.429,21,0,1,0,58,13,1,5.551,0,18,1,2
587,67.08,115.617,23.669,0.727,20,0,0,0,46,11,0,1.05,0,13,2,5
588,114.42,186.93,24.576,1.689,22,0,1,0,64,12,2,7.351,0,19,0,3
589,99.32,171.492,25.0,2.876,21,0,1,0,62,13,1,6.901,0,20,0,1
590,69.92,126.836,20.961,0.635,20,0,0,0,52,12,0,3.301,0,17,2,1
591,112.76,196.742,26.161,2.191,23,0,1,0,66,14,3,7.201,0,16,0,7
592,112.3,171.055,23.744,0.251,22,0,1,0,67,8,2,4.501,0,16,1,5
593,110.32,180.43,26.229,1.12,22,0,1,0,64,11,2,4.951,0,18,0,4
594,150.54,208.906,33.507,5.31,24,0,2,0,62,17,4,9.752,0,19,0,5
595,116.12,232.297,29.608,5.075,24,0,1,0,74,14,4,10.802,0,21,1,2
596,127.86,173.813,23.581,0.485,22,0,1,0,58,15,2,4.951,0,18,0,4
597,69.28,138.914,22.161,1.605,20,0,0,0,55,10,0,1.8,0,18,0,2
598,112.28,222.961,25.744,0.217,24,0,1,0,67,13,4,7.351,0,21,0,3
599,145.3,222.086,38.287,7.827,25,0,2,0,64,12,5,11.102,0,15,4,6
600,119.7,184.563,27.432,4.833,22,0,1,0,63,14,2,9.001,0,18,0,4
601,116.1,267.148,32.568,2.994,25,0,1,0,79,16,5,10.652,0,21,0,4
602,67.0,109.43,24.922,3.261,20,0,0,0,51,9,0,0.0,0,13,1,6
603,92.42,128.148,29.283,1.07,21,0,1,0,53,6,1,2.85,0,11,3,7
604,69.32,124.383,22.492,0.702,20,0,0,0,56,10,0,2.1,0,14,0,6
605,110.46,152.117,22.537,0.151,21,0,1,0,61,6,1,3.451,0,17,0,4
606,113.54,152.359,22.764,0.803,21,0,1,0,56,15,1,3.901,0,18,0,3
607,68.92,126.672,25.566,1.672,20,0,0,0,51,12,0,3.301,0,17,1,2
608,156.9,253.398,33.523,2.107,25,0,2,0,76,16,5,11.102,0,20,1,4
609,113.7,192.391,30.518,4.44,23,0,1,0,63,12,3,4.501,0,15,2,6
610,118.28,142.039,29.336,4.949,21,0,1,0,57,9,1,2.85,0,13,1,7
611,69.52,124.109,26.837,2.726,20,0,0,0,49,8,0,3.151,0,16,1,3
612,110.36,201.813,27.675,3.169,23,0,1,0,61,14,3,12.152,0,19,1,3
613,117.62,174.508,24.438,1.12,22,0,1,0,56,15,2,7.651,0,16,1,5
614,159.34,197.875,25.545,1.405,23,0,2,0,67,13,3,4.501,0,19,0,4
